,ID,Acronym,Name,Parent Region,Layer,Ancestors,Graph Order
116,1106,VISC2/3,"Visceral area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visceral area']",116
117,1010,VISC4,"Visceral area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visceral area']",117
118,1058,VISC5,"Visceral area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visceral area']",118
119,857,VISC6a,"Visceral area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visceral area']",119
120,849,VISC6b,"Visceral area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visceral area']",120
121,247,AUD,Auditory areas,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",121
122,1011,AUDd,Dorsal auditory area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas']",122
123,527,AUDd1,"Dorsal auditory area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",123
124,600,AUDd2/3,"Dorsal auditory area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",124
125,678,AUDd4,"Dorsal auditory area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",125
126,252,AUDd5,"Dorsal auditory area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",126
127,156,AUDd6a,"Dorsal auditory area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",127
128,243,AUDd6b,"Dorsal auditory area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",128
129,480149230,VISlla,Laterolateral anterior visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area']",129
130,480149234,VISlla1,"Laterolateral anterior visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",130
131,480149238,VISlla2/3,"Laterolateral anterior visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",131
132,480149242,VISlla4,"Laterolateral anterior visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",132
133,480149246,VISlla5,"Laterolateral anterior visual area,layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",133
134,480149250,VISlla6a,"Laterolateral anterior visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",134
135,480149254,VISlla6b,"Laterolateral anterior visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Dorsal auditory area', 'Laterolateral anterior visual area']",135
136,1002,AUDp,Primary auditory area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas']",136
137,735,AUDp1,"Primary auditory area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",137
138,251,AUDp2/3,"Primary auditory area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",138
139,816,AUDp4,"Primary auditory area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",139
140,847,AUDp5,"Primary auditory area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",140
141,954,AUDp6a,"Primary auditory area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",141
142,1005,AUDp6b,"Primary auditory area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Primary auditory area']",142
143,1027,AUDpo,Posterior auditory area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas']",143
144,696,AUDpo1,"Posterior auditory area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",144
145,643,AUDpo2/3,"Posterior auditory area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",145
146,759,AUDpo4,"Posterior auditory area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",146
147,791,AUDpo5,"Posterior auditory area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",147
148,249,AUDpo6a,"Posterior auditory area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",148
149,456,AUDpo6b,"Posterior auditory area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Posterior auditory area']",149
150,1018,AUDv,Ventral auditory area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas']",150
151,959,AUDv1,"Ventral auditory area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",151
152,755,AUDv2/3,"Ventral auditory area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",152
153,990,AUDv4,"Ventral auditory area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",153
154,1023,AUDv5,"Ventral auditory area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",154
155,520,AUDv6a,"Ventral auditory area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",155
156,598,AUDv6b,"Ventral auditory area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Auditory areas', 'Ventral auditory area']",156
157,669,VIS,Visual areas,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",157
158,801,VIS1,"Visual areas, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",158
159,561,VIS2/3,"Visual areas, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",159
160,913,VIS4,"Visual areas, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",160
161,937,VIS5,"Visual areas, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",161
162,457,VIS6a,"Visual areas, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",162
163,497,VIS6b,"Visual areas, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",163
164,402,VISal,Anterolateral visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",164
165,1074,VISal1,"Anterolateral visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",165
166,905,VISal2/3,"Anterolateral visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",166
167,1114,VISal4,"Anterolateral visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",167
168,233,VISal5,"Anterolateral visual area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",168
169,601,VISal6a,"Anterolateral visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",169
170,649,VISal6b,"Anterolateral visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anterolateral visual area']",170
171,394,VISam,Anteromedial visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",171
172,281,VISam1,"Anteromedial visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",172
173,1066,VISam2/3,"Anteromedial visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",173
174,401,VISam4,"Anteromedial visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",174
175,433,VISam5,"Anteromedial visual area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",175
176,1046,VISam6a,"Anteromedial visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",176
177,441,VISam6b,"Anteromedial visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Anteromedial visual area']",177
178,409,VISl,Lateral visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",178
179,421,VISl1,"Lateral visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",179
180,973,VISl2/3,"Lateral visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",180
181,573,VISl4,"Lateral visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",181
182,613,VISl5,"Lateral visual area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",182
183,74,VISl6a,"Lateral visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",183
184,121,VISl6b,"Lateral visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Lateral visual area']",184
185,385,VISp,Primary visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",185
186,593,VISp1,"Primary visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",186
187,821,VISp2/3,"Primary visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",187
188,721,VISp4,"Primary visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",188
189,778,VISp5,"Primary visual area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",189
190,33,VISp6a,"Primary visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",190
191,305,VISp6b,"Primary visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Primary visual area']",191
192,425,VISpl,Posterolateral visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas']",192
193,750,VISpl1,"Posterolateral visual area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Posterolateral visual area']",193
194,269,VISpl2/3,"Posterolateral visual area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Posterolateral visual area']",194
195,869,VISpl4,"Posterolateral visual area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Posterolateral visual area']",195
196,902,VISpl5,"Posterolateral visual area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Posterolateral visual area']",196
197,377,VISpl6a,"Posterolateral visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Visual areas', 'Posterolateral visual area']",197
